close,high,low,open,timestamp,volume
10682.22584,10738.7406,10682.22584,10714.19862,2020-09-28T00:00:00Z,19714161748
10779.16542,10830.60346,10779.16542,10813.9859,2020-09-27T00:00:00Z,16821363925
10739.19529,10842.65396,10739.19529,10751.81632,2020-09-26T00:00:00Z,15707221968
10708.30197,10877.16834,10708.30197,10792.4755,2020-09-25T00:00:00Z,18880178881
10732.28485,10860.64001,10732.28485,10774.41604,2020-09-24T00:00:00Z,21295476908
10223.44774,10257.33203,10101.53097,10101.53097,2020-09-23T00:00:00Z,19503343639
10551.58853,10576.83902,10516.7693,10516.7693,2020-09-22T00:00:00Z,20121562677
10434.89933,10529.61729,10324.17549,10324.17549,2020-09-21T00:00:00Z,25376914179
10924.95097,10946.2539,10751.11295,10751.11295,2020-09-20T00:00:00Z,22649481335
11095.82131,11136.10614,10970.81571,10970.81571,2020-09-19T00:00:00Z,19893828929
10952.66482,11045.99218,10851.15315,10851.15315,2020-09-18T00:00:00Z,22679044928
10953.38527,11554.23091,10953.38527,11552.11564,2020-09-17T00:00:00Z,26758619933
10945.54931,10945.54931,10808.264,10808.264,2020-09-16T00:00:00Z,27666726745
10791.4462,10793.62079,10398.9379,10398.9379,2020-09-15T00:00:00Z,26334900307
10670.50189,10745.43971,10580.95893,10580.95893,2020-09-14T00:00:00Z,25874492535
10345.1763,10521.21547,10001.98726,10001.98726,2020-09-13T00:00:00Z,22246321514
10473.32042,10871.25185,10473.32042,10730.69771,2020-09-12T00:00:00Z,21108571317
10397.20031,10639.43337,10397.20031,10485.38578,2020-09-11T00:00:00Z,22824434313
10355.29892,10625.44144,10355.29892,10615.39471,2020-09-10T00:00:00Z,26214936817
10233.34466,10481.68765,10233.34466,10443.30482,2020-09-09T00:00:00Z,22537449899
10136.29611,10136.29611,10063.40551,10063.40551,2020-09-08T00:00:00Z,29466989342
10385.56351,10598.69497,10294.84523,10294.84523,2020-09-07T00:00:00Z,30452051220
10289.88573,11043.74402,10289.88573,10594.14869,2020-09-06T00:00:00Z,33621131196
10154.6233,10492.17743,9484.797039,9484.797039,2020-09-05T00:00:00Z,39848202081
10489.8349,10489.8349,10229.97583,10229.97583,2020-09-04T00:00:00Z,30147387759
10203.48812,10734.17596,10203.48812,10734.17596,2020-09-03T00:00:00Z,30083564988
11443.20474,11541.61762,11406.61545,11406.61545,2020-09-02T00:00:00Z,27950151962
11935.54507,12433.34632,11935.54507,12418.75694,2020-09-01T00:00:00Z,27596314689
11655.81177,11917.28771,11655.81177,11853.1291,2020-08-31T00:00:00Z,21541727450
11759.1647,12107.6789,11759.1647,12088.72935,2020-08-30T00:00:00Z,20353228776
11466.13318,11604.59934,11466.13318,11597.46747,2020-08-29T00:00:00Z,18208116999
11514.91539,11557.63097,11514.91539,11529.89687,2020-08-28T00:00:00Z,20024095482
11336.15362,11419.29581,11328.49386,11419.29581,2020-08-27T00:00:00Z,23752012207
11450.21941,11450.21941,11384.59534,11384.59534,2020-08-26T00:00:00Z,23207711702
11336.06715,11421.5548,11336.06715,11421.5548,2020-08-25T00:00:00Z,25785928779
11779.24339,12125.91389,11779.24339,11969.7306,2020-08-24T00:00:00Z,20898824462
11646.01284,11685.9942,11588.7179,11588.7179,2020-08-23T00:00:00Z,18632600337
11690.36401,12786.34514,11649.47414,11649.47414,2020-08-22T00:00:00Z,21347853126
11528.27207,11720.21777,11451.30744,11451.30744,2020-08-21T00:00:00Z,24879944507
11866.76713,11971.08595,11866.76713,11895.72454,2020-08-20T00:00:00Z,21539668027
11781.14421,11799.67196,11774.61692,11774.61692,2020-08-19T00:00:00Z,25178931480
11943.20005,12158.8463,11943.20005,12158.8463,2020-08-18T00:00:00Z,26641398476
12263.72868,12263.72868,11878.25158,11878.25158,2020-08-17T00:00:00Z,29629115410
11922.62315,12146.02358,11853.27334,11853.27334,2020-08-16T00:00:00Z,21643767642
11842.59215,11941.22239,11679.28948,11679.28948,2020-08-15T00:00:00Z,23724426429
11747.97947,12189.58511,11747.97947,12125.45654,2020-08-14T00:00:00Z,25651923230
11803.47988,12443.24977,11803.47988,12227.36458,2020-08-13T00:00:00Z,28796910799
11490.55578,11581.9911,11490.55578,11546.32232,2020-08-12T00:00:00Z,26789032768
11406.06792,11666.08415,11354.27219,11666.08415,2020-08-11T00:00:00Z,28297106595
11899.11387,11919.20371,11764.2121,11764.2121,2020-08-10T00:00:00Z,28216268829
11681.90286,11708.84826,11644.00969,11644.00969,2020-08-09T00:00:00Z,20290446283
11813.27557,12008.53474,11813.27557,11933.89366,2020-08-08T00:00:00Z,20455272493
11610.61567,11625.17414,11554.14762,11554.14762,2020-08-07T00:00:00Z,25421390650
11772.46871,11772.46871,11674.6446,11674.6446,2020-08-06T00:00:00Z,24953187836
11755.5028,11755.5028,11375.14965,11375.14965,2020-08-05T00:00:00Z,26254070889
11199.47859,11291.72584,11199.47859,11291.72584,2020-08-04T00:00:00Z,23274749700
11229.49444,11364.8012,11229.49444,11364.8012,2020-08-03T00:00:00Z,23259139538
11075.72534,11644.40529,11075.72534,11644.40529,2020-08-02T00:00:00Z,32771202919
11883.37815,12077.03642,11883.37815,12074.45822,2020-08-01T00:00:00Z,31412819316
11387.91073,11392.71086,11373.68681,11392.71086,2020-07-31T00:00:00Z,25371742686
11160.93006,11418.88212,11160.93006,11418.88212,2020-07-30T00:00:00Z,23875472128
11100.02398,11118.11924,10958.17296,10958.17296,2020-07-29T00:00:00Z,27518127265
10949.68455,11000.56603,10837.1082,10914.60068,2020-07-28T00:00:00Z,33797512684
10976.26985,10976.26985,10070.79097,10070.79097,2020-07-27T00:00:00Z,40942335618
9947.108642,10033.66984,9893.965752,9893.965752,2020-07-26T00:00:00Z,23506949466
9788.637594,10200.00295,9788.637594,10186.26324,2020-07-25T00:00:00Z,18566572599
9551.182316,9741.71701,9551.182316,9717.903774,2020-07-24T00:00:00Z,17258336987
9628.236899,9836.95062,9628.236899,9829.180993,2020-07-23T00:00:00Z,19139527934
9594.712463,9824.817964,9594.712463,9824.817964,2020-07-22T00:00:00Z,17444942060
9418.928523,9435.966002,9362.729495,9362.729495,2020-07-21T00:00:00Z,18778267641
9201.80483,9240.298876,9195.040369,9195.040369,2020-07-20T00:00:00Z,15410033334
9277.76955,9367.888556,9277.76955,9325.641422,2020-07-19T00:00:00Z,13070803072
9231.067808,9289.987477,9231.067808,9289.987477,2020-07-18T00:00:00Z,12731238828
9194.826442,9194.826442,9160.961323,9160.961323,2020-07-17T00:00:00Z,13776526291
9172.88414,9176.120341,9129.298437,9129.298437,2020-07-16T00:00:00Z,16386743867
9233.659421,9246.390229,9233.659421,9246.390229,2020-07-15T00:00:00Z,15901839119
9281.48215,9291.027877,9281.48215,9291.027877,2020-07-14T00:00:00Z,17168537638
9265.186374,9291.321711,9265.186374,9279.504884,2020-07-13T00:00:00Z,17696744528
9355.686287,9387.187844,9355.686287,9361.375511,2020-07-12T00:00:00Z,15517307834
9290.977849,9302.263575,9288.235962,9288.235962,2020-07-11T00:00:00Z,13970082775
9325.078105,9325.078105,9262.258958,9262.258958,2020-07-10T00:00:00Z,16299290371
9284.279322,9371.508985,9284.279322,9371.508985,2020-07-09T00:00:00Z,18930145540
9464.382839,9478.182807,9464.382839,9465.54182,2020-07-08T00:00:00Z,21432598955
9309.543927,9392.716604,9309.543927,9343.556275,2020-07-07T00:00:00Z,17927702993
9382.576868,9450.943237,9382.576868,9442.355728,2020-07-06T00:00:00Z,21533254234
9155.418205,9162.937947,9153.417434,9162.937947,2020-07-05T00:00:00Z,16492121716
9201.703694,9237.023994,9201.703694,9229.733784,2020-07-04T00:00:00Z,15553610496
9107.18579,9113.768429,9100.016534,9100.016534,2020-07-03T00:00:00Z,16547765098
9118.192137,9183.917988,9086.284911,9183.917988,2020-07-02T00:00:00Z,19518756162
9282.870333,9320.12404,9282.870333,9303.989193,2020-07-01T00:00:00Z,19146781842
9184.256116,9207.05965,9184.256116,9189.733614,2020-06-30T00:00:00Z,19119917405
9228.623108,9228.623108,9213.561222,9213.561222,2020-06-29T00:00:00Z,20192313315
9163.896774,9191.153529,9138.786361,9138.786361,2020-06-28T00:00:00Z,18139827539
9020.580732,9020.580732,8983.116985,8983.116985,2020-06-27T00:00:00Z,21141767992
9191.218397,9202.484536,9154.468491,9201.44174,2020-06-26T00:00:00Z,22797050496
9269.18873,9294.285971,9177.686773,9294.285971,2020-06-25T00:00:00Z,23858896362
9333.706419,9461.168737,9333.706419,9461.168737,2020-06-24T00:00:00Z,24149550778
9658.643904,9697.532131,9658.643904,9681.119321,2020-06-23T00:00:00Z,22639791099
9663.323189,9729.64828,9663.323189,9665.892732,2020-06-22T00:00:00Z,25162282637
9318.858762,9365.343691,9318.858762,9365.343691,2020-06-21T00:00:00Z,19497471618
9389.950343,9389.950343,9338.83439,9338.83439,2020-06-20T00:00:00Z,21073253190
9343.482437,9366.754403,9343.482437,9354.241318,2020-06-19T00:00:00Z,23838459458
9426.298027,9437.710349,9426.298027,9433.463907,2020-06-18T00:00:00Z,22465665916
9493.273651,9518.412185,9444.447142,9518.412185,2020-06-17T00:00:00Z,24688946043
9566.241137,9608.257578,9566.241137,9586.576879,2020-06-16T00:00:00Z,26648352189
9442.13432,9442.13432,9228.084631,9323.940341,2020-06-15T00:00:00Z,32645892736
9360.764408,9360.764408,9322.618823,9322.618823,2020-06-14T00:00:00Z,21667951329
9520.777153,9528.840989,9520.777153,9524.269297,2020-06-13T00:00:00Z,22390826543
9496.936561,9520.512529,9462.301285,9462.301285,2020-06-12T00:00:00Z,28219597781
9288.677632,9624.495203,9228.626943,9609.366663,2020-06-11T00:00:00Z,34949939415
9914.160926,9934.893832,9884.038134,9884.038134,2020-06-10T00:00:00Z,27940202661
9793.164399,9793.164399,9740.592081,9769.102998,2020-06-09T00:00:00Z,25478063518
9830.926316,9859.23098,9830.926316,9843.01853,2020-06-08T00:00:00Z,23222105514
9781.884429,9781.884429,9715.506825,9750.995483,2020-06-07T00:00:00Z,26031053042
9702.978837,9722.713957,9702.978837,9719.023301,2020-06-06T00:00:00Z,22425158359
9654.294717,9741.860938,9654.294717,9741.860938,2020-06-05T00:00:00Z,25964529767
9792.146174,9792.146174,9670.024307,9670.024307,2020-06-04T00:00:00Z,27677233195
9704.131612,9735.451136,9704.131612,9735.451136,2020-06-03T00:00:00Z,28498508154
9550.641446,10005.38914,9507.371944,10005.38914,2020-06-02T00:00:00Z,42460436801
10168.35452,10168.35452,9759.494003,9759.494003,2020-06-01T00:00:00Z,36964873895
9449.550775,9449.550775,9425.22741,9425.22741,2020-05-31T00:00:00Z,29848225434
9723.006969,10045.34643,9723.006969,10045.34643,2020-05-30T00:00:00Z,33387508507
9435.541408,9627.041486,9435.541408,9627.041486,2020-05-29T00:00:00Z,34357912102
9595.009453,9608.486482,9451.405431,9451.405431,2020-05-28T00:00:00Z,36522281426
9227.054099,9227.054099,9022.476169,9022.476169,2020-05-27T00:00:00Z,33194411948
8857.891112,8857.891112,8816.292105,8825.935634,2020-05-26T00:00:00Z,30722782636
8904.427164,8904.427164,8843.422501,8860.160288,2020-05-25T00:00:00Z,34560126397
8754.26255,9022.82141,8754.26255,9022.82141,2020-05-24T00:00:00Z,34010466033
9198.322385,9230.872918,9198.322385,9230.872918,2020-05-23T00:00:00Z,30167202383
9228.318401,9300.390602,9228.318401,9300.390602,2020-05-22T00:00:00Z,34213804602
9073.70764,9325.156951,8957.254142,9319.553858,2020-05-21T00:00:00Z,42733743847
9523.477772,9692.354614,9483.201572,9692.354614,2020-05-20T00:00:00Z,39751977770
9792.754443,9798.440606,9671.394857,9760.236923,2020-05-19T00:00:00Z,42289263154
9744.296188,9880.586776,9744.296188,9880.586776,2020-05-18T00:00:00Z,43553778065
9693.879704,9749.245527,9545.48449,9545.48449,2020-05-17T00:00:00Z,41585364796
9397.307114,9526.925908,9397.307114,9499.003316,2020-05-16T00:00:00Z,37134089366
9317.061019,9622.352021,9273.742312,9622.352021,2020-05-15T00:00:00Z,49287947689
9794.464928,9794.464928,9375.009273,9375.009273,2020-05-14T00:00:00Z,58175800815
9313.049489,9314.032616,9035.53325,9035.53325,2020-05-13T00:00:00Z,47414676388
8829.176894,8852.839112,8717.140049,8717.140049,2020-05-12T00:00:00Z,45993934138
8620.123427,8966.706355,8448.630081,8706.030358,2020-05-11T00:00:00Z,63228493191
8746.052632,9191.196215,8403.755532,9191.196215,2020-05-10T00:00:00Z,68826542905
9587.730179,9839.750112,9587.730179,9839.750112,2020-05-09T00:00:00Z,48119980167
9851.069309,9932.849672,9851.069309,9932.849672,2020-05-08T00:00:00Z,58288383718
9966.001264,9966.001264,9381.740222,9381.740222,2020-05-07T00:00:00Z,67258356448
9137.291042,9137.291042,8902.250576,8902.250576,2020-05-06T00:00:00Z,52327264381
9031.876249,9031.876249,8876.31888,8876.31888,2020-05-05T00:00:00Z,47875170894
8906.220797,8906.220797,8851.221069,8851.221069,2020-05-04T00:00:00Z,48870509676
8935.532487,8978.857379,8900.099037,8920.188912,2020-05-03T00:00:00Z,50837955375
9014.905531,9014.905531,8912.97167,8912.97167,2020-05-02T00:00:00Z,41984033512
8841.987937,8896.328788,8784.97373,8784.97373,2020-05-01T00:00:00Z,49471332291
8645.671899,9011.036732,8543.78389,8619.784409,2020-04-30T00:00:00Z,74957950102
8757.738139,8757.738139,8038.425948,8038.425948,2020-04-29T00:00:00Z,61883950039
7782.918644,7824.837024,7782.918644,7824.837024,2020-04-28T00:00:00Z,36480703923
7818.425404,7818.425404,7700.830857,7700.830857,2020-04-27T00:00:00Z,39549449719
7717.715835,7717.715835,7656.85397,7656.85397,2020-04-26T00:00:00Z,36855736271
7566.142958,7729.079075,7566.142958,7717.633531,2020-04-25T00:00:00Z,35312695075
7514.467376,7530.573094,7514.467376,7522.259836,2020-04-24T00:00:00Z,37282120720
7473.44985,7473.44985,7190.122142,7190.122142,2020-04-23T00:00:00Z,45804571354
7144.894424,7187.830847,7144.894424,7184.011704,2020-04-22T00:00:00Z,35413601841
6879.497938,6883.739233,6847.992289,6847.992289,2020-04-21T00:00:00Z,33559537387
6841.165943,6907.501163,6841.165943,6907.501163,2020-04-20T00:00:00Z,39409378469
7157.513862,7212.961046,7082.322811,7082.322811,2020-04-19T00:00:00Z,32822966820
7288.816761,7580.46278,7288.816761,7572.883537,2020-04-18T00:00:00Z,34106341723
7057.692482,7136.41409,7057.692482,7067.917183,2020-04-17T00:00:00Z,33835147650
7106.585753,7106.585753,7071.167072,7094.41922,2020-04-16T00:00:00Z,50160664984
6647.08099,6741.338701,6647.08099,6741.338701,2020-04-15T00:00:00Z,34152041561
6886.049164,6931.043035,6886.049164,6931.043035,2020-04-14T00:00:00Z,35456605806
6876.841186,6876.841186,6794.813659,6870.941762,2020-04-13T00:00:00Z,40674351264
6930.74859,6999.561971,6915.535867,6915.535867,2020-04-12T00:00:00Z,35902222635
6921.231291,6965.192431,6921.231291,6940.878967,2020-04-11T00:00:00Z,32699183017
6901.985081,7009.90042,6901.985081,7009.90042,2020-04-10T00:00:00Z,44565586957
7302.945645,7305.156519,7271.034586,7305.156519,2020-04-09T00:00:00Z,37146117955
7392.847308,7436.2046,7392.847308,7415.213093,2020-04-08T00:00:00Z,41766201202
7175.804282,7208.938246,7175.804282,7208.938246,2020-04-07T00:00:00Z,48065265631
7373.194868,7546.840017,7373.194868,7529.424918,2020-04-06T00:00:00Z,52589773498
6795.963883,6836.683525,6795.963883,6836.683525,2020-04-05T00:00:00Z,32041175037
6876.872648,6890.861378,6835.707673,6835.707673,2020-04-04T00:00:00Z,36022605774
6755.010057,6876.151477,6755.010057,6831.083806,2020-04-03T00:00:00Z,45350647058
6825.991842,7011.531218,6746.718939,6769.15203,2020-04-02T00:00:00Z,51567805524
6660.848728,6660.848728,6474.258287,6532.811655,2020-04-01T00:00:00Z,41213535115
6449.00333,6482.638456,6443.425213,6443.425213,2020-03-31T00:00:00Z,34371640820
6425.777459,6435.183301,6097.068786,6097.068786,2020-03-30T00:00:00Z,39501518325
5908.077937,6100.106712,5908.077937,6100.106712,2020-03-29T00:00:00Z,28928537030
6284.506191,6390.434435,6259.591895,6390.434435,2020-03-28T00:00:00Z,36242971577
6390.43535,6574.152229,6390.43535,6574.152229,2020-03-27T00:00:00Z,35660962807
6758.979082,6773.347996,6741.710435,6773.347996,2020-03-26T00:00:00Z,37555734819
6693.196774,6738.958358,6597.002714,6708.879135,2020-03-25T00:00:00Z,45598217753
6753.92934,6753.92934,6547.53249,6547.53249,2020-03-24T00:00:00Z,50109782261
6499.105449,6529.552943,6112.354491,6112.407317,2020-03-23T00:00:00Z,49670724279
5840.761659,6029.869308,5840.761659,5949.87794,2020-03-22T00:00:00Z,40178738670
6211.221644,6299.103739,6148.288053,6204.90753,2020-03-21T00:00:00Z,44829488401
6205.944424,6465.64156,6029.397176,6130.82461,2020-03-20T00:00:00Z,55416248851
6241.590605,6324.838409,5796.848404,5831.937765,2020-03-19T00:00:00Z,55489037818
5446.154338,5446.154338,5308.269014,5414.505103,2020-03-18T00:00:00Z,43338259003
5378.092639,5397.488902,5185.399726,5185.399726,2020-03-17T00:00:00Z,40925496446
5062.211487,5129.082984,4791.033733,5129.082984,2020-03-16T00:00:00Z,48087402223
5382.24314,5547.607064,5237.717526,5237.717526,2020-03-15T00:00:00Z,39239838261
5232.753881,5357.062402,5232.753881,5357.062402,2020-03-14T00:00:00Z,44969826785
5695.724804,5711.535064,5167.432469,5509.156192,2020-03-13T00:00:00Z,85246563655
4906.81238,6425.076737,4906.81238,6419.336976,2020-03-12T00:00:00Z,54192741503
7965.791815,7999.942877,7762.293632,7762.293632,2020-03-11T00:00:00Z,40159260284
7938.75944,7970.977947,7926.381794,7926.381794,2020-03-10T00:00:00Z,41810939697
7994.94609,8106.754543,7994.94609,8106.754543,2020-03-09T00:00:00Z,51572581262
8000.318905,8071.397488,7882.937627,7882.937627,2020-03-08T00:00:00Z,41096832565
8885.630808,9032.480553,8885.630808,9026.771039,2020-03-07T00:00:00Z,36531986749
9284.627105,9719.123154,9284.627105,9648.177859,2020-03-06T00:00:00Z,45492512071
9060.317356,9060.317356,8922.734443,8922.734443,2020-03-05T00:00:00Z,42209190629
8826.317397,8889.266876,8822.151942,8822.151942,2020-03-04T00:00:00Z,42912605833
8770.382038,8787.989389,8696.549176,8696.549176,2020-03-03T00:00:00Z,72252909051
8960.713647,9084.092319,8960.713647,8997.796117,2020-03-02T00:00:00Z,63862454312
8504.587198,8600.729491,8482.250439,8482.250439,2020-03-01T00:00:00Z,37056607372
8502.342293,8537.120273,8416.01862,8416.01862,2020-02-29T00:00:00Z,38513796241
8713.808003,8867.677111,8713.808003,8786.345833,2020-02-28T00:00:00Z,46309887269
8785.075402,9079.301661,8785.075402,8925.425878,2020-02-27T00:00:00Z,49560062300
8820.015933,8906.735937,8693.23268,8693.23268,2020-02-26T00:00:00Z,51692908880
9298.814752,9303.086229,9128.104864,9128.104864,2020-02-25T00:00:00Z,45011800564
9668.898117,9735.756219,9668.898117,9735.756219,2020-02-24T00:00:00Z,45294726549
10018.66628,10134.70749,10018.66628,10093.08918,2020-02-23T00:00:00Z,40629754392
